iteration,RBF_BO,HyperKappa_BO,Random,LLM-GA_unrestricted_p0.05,LLM-GA_unrestricted_p0.1,LLM-GA_unrestricted_p0.3,LLM-GA_unrestricted_p0.5,LLM-GA_unrestricted_p0.7,LLM-GA_unrestricted_p0.9,LLM-GA_depth3_p0.05,LLM-GA_depth3_p0.1,LLM-GA_depth3_p0.3,LLM-GA_depth3_p0.5,LLM-GA_depth3_p0.7,LLM-GA_depth3_p0.9
0,-4946.358534548628,-4946.358534548628,-4946.358534548628,-4946.358534548628,-4946.358534548628,-4946.358534548628,-4946.358534548628,-4946.358534548628,-4946.358534548628,-4946.358534548628,-4946.358534548628,-4946.358534548628,-4946.358534548628,-4946.358534548628,-4946.358534548628
1,-1.3775439514096572,-4946.358534548628,-4946.358534548628,-4946.358534548628,-3247.4037657432286,-4946.358534548628,-4946.358534548628,-4946.358534548628,-4946.358534548628,-3247.4037657432286,-4946.334513467972,-4946.358534548628,-4946.358534548628,-4946.358534548628,-4946.358534548628
2,-1.3775439514096572,-4946.358329194686,-4946.30958366367,-4946.358534548628,-3247.4037657432286,-4946.358534548628,-4946.335695375072,-4946.358534548628,-4946.358534548628,-3247.4037657432286,-4946.334513467972,-4946.358534548628,-4946.358473403146,-4946.358534548628,-4946.358473403146
3,-1.3775439514096572,-4946.358329194686,-4946.30958366367,-4946.358534548628,-3247.4037657432286,-4946.358534548628,-4946.335695375072,-4946.358534548628,-4946.358452411047,-3247.4037657432286,-4946.334513467972,-4946.358473403146,-4946.280671732538,-4944.2550683519585,-4946.335695375072
4,-1.3775439514096572,-4946.358329194686,-4946.30958366367,-4946.358534548628,-3247.4037657432286,-4946.358534548628,-4946.335695375072,-4946.358534548628,-4946.358452411047,-3247.4037657432286,-4946.334513467972,-4946.358473403146,-4946.280671732538,-1.4023563845095544,-4946.30958366367
5,-1.3775439514096572,-4946.352488284089,-4946.30958366367,-4946.358534548628,-3247.4037657432286,-4946.358534548628,-4946.30958366367,-4946.358534548628,-4946.358452411047,-3247.4037657432286,-4946.334513467972,-4946.335695375072,-4946.280671732538,-1.4023563845095544,-4946.30958366367
6,-1.3775439514096572,-4946.352488284089,-4946.30958366367,-4946.358534548628,-3247.4037657432286,-4946.358534548628,-4946.30958366367,-4946.358534548628,-4946.358108659029,-3247.4037657432286,-4946.334513467972,-4946.335695375072,-4946.280671732538,-1.4023563845095544,-4946.30958366367
7,-1.348634198006975,-1.35642692808883,-4946.30958366367,-4946.358534548628,-3247.4037657432286,-4946.358534548628,-4946.30958366367,-4946.357722236258,-4946.30958366367,-3247.4037657432286,-4946.334513467972,-4946.30958366367,-4946.280671732538,-1.4023563845095544,-4946.30958366367
8,-1.348634198006975,-1.35642692808883,-4946.30958366367,-4946.358534548628,-3247.4037657432286,-4946.358534548628,-4946.30958366367,-4946.357722236258,-4946.30958366367,-3247.4037657432286,-4946.334513467972,-4946.30958366367,-4946.280671732538,-1.4023563845095544,-4946.30958366367
9,-1.348634198006975,-1.3564268571844298,-4946.30958366367,-4946.358534548628,-3247.4037657432286,-4946.358534548628,-4946.30958366367,-4946.357722236258,-4946.30958366367,-3247.4037657432286,-4946.334513467972,-4946.30958366367,-4946.280671732538,-1.4023563845095544,-4946.30958366367
10,-1.348634198006975,-1.3564268571844298,-4946.30958366367,-4946.358534548628,-3247.4037657432286,-4946.358108659029,-4946.30958366367,-4946.357722236258,-4946.30958366367,-3247.4037657432286,-4946.334513467972,-4946.30958366367,-1.4023563845095544,-1.4023563845095544,-4946.30958366367
11,-1.348634198006975,-1.3564268571844298,-4946.30958366367,-4946.358534548628,-3247.4037657432286,-4946.358108659029,-4946.30958366367,-4946.357722236258,-4946.30958366367,-3247.4037657432286,-4946.334513467972,-4946.30958366367,-1.4023563845095544,-1.4023563845095544,-4946.30958366367
12,-1.348634198006975,-1.3564268571844298,-4946.30958366367,-4946.358534548628,-3247.4037657432286,-4946.358108659029,-4946.30958366367,-4946.357722236258,-4946.30958366367,-3247.4037657432286,-4946.334513467972,-4946.30958366367,-1.4023563845095544,-1.4023563845095544,-1.5001985866832366
13,-1.348634198006975,-1.3564268571844298,-4946.30958366367,-4946.30958366367,-3247.4037657432286,-4946.358108659029,-4946.30958366367,-4946.32744659419,-4946.30958366367,-3247.4037657432286,-4946.334513467972,-4946.30958366367,-1.4023563845095544,-1.4023563845095544,-1.5001985866832366
14,-1.348634198006975,-1.3564268571844298,-4946.30958366367,-4946.30958366367,-3247.4037657432286,-4946.358108659029,-4946.30958366367,-4946.32744659419,-4946.30958366367,-3247.4037657432286,-4946.334513467972,-4946.30958366367,-1.4023563845095544,-1.4023563845095544,-1.5001985866832366
15,-1.348634198006975,-1.3564268571844298,-4946.30958366367,-4946.30958366367,-3247.4037657432286,-4946.358108659029,-4946.30958366367,-4946.32744659419,-4946.30958366367,-3247.4037657432286,-4946.334513467972,-4946.30958366367,-1.4023563845095544,-1.4023563845095544,-1.5001985866832366
16,-1.348634198006975,-1.348634198006975,-4946.30958366367,-4946.30958366367,-3247.4037657432286,-4946.358108659029,-4946.30958366367,-4946.32744659419,-4946.30958366367,-3247.4037657432286,-4946.334513467972,-4946.30958366367,-1.4023563845095544,-1.4023563845095544,-1.5001985866832366
17,-1.348634198006975,-1.348634198006975,-4946.30958366367,-4946.30958366367,-3247.4037657432286,-4946.358108659029,-4946.30958366367,-4946.32744659419,-4946.30958366367,-3247.4037657432286,-4946.334513467972,-4946.280671732538,-1.4023563845095544,-1.4023563845095544,-1.5001985866832366
18,-1.348634198006975,-1.348634198006975,-1.5002301308933763,-4946.30958366367,-3247.4037657432286,-4946.358108659029,-4946.30958366367,-4946.32744659419,-4946.30958366367,-3247.4037657432286,-4946.334513467972,-4946.280671732538,-1.4023563845095544,-1.4023563845095544,-1.5001985866832366
19,-1.348634198006975,-1.348634198006975,-1.5002301308933763,-4946.30958366367,-3247.4037657432286,-4946.358108659029,-4946.2591759210845,-4946.32744659419,-4946.30958366367,-3247.4037657432286,-4946.334513467972,-4946.280671732538,-1.4023563845095544,-1.4023563845095544,-1.5001985866832366
