iteration,RBF_BO,HyperKappa_BO,Random,LLM-GA_unrestricted_p0.05,LLM-GA_unrestricted_p0.1,LLM-GA_unrestricted_p0.3,LLM-GA_unrestricted_p0.5,LLM-GA_unrestricted_p0.7,LLM-GA_unrestricted_p0.9,LLM-GA_depth3_p0.05,LLM-GA_depth3_p0.1,LLM-GA_depth3_p0.3,LLM-GA_depth3_p0.5,LLM-GA_depth3_p0.7,LLM-GA_depth3_p0.9
0,-4946.358486747568,-4946.358486747568,-4946.358486747568,-4946.358486747568,-4946.358486747568,-4946.358486747568,-4946.358486747568,-4946.358486747568,-4946.358486747568,-4946.358486747568,-4946.358486747568,-4946.358486747568,-4946.358486747568,-4946.358486747568,-4946.358486747568
1,-4946.358486747568,-4946.347336474808,-4946.358486747568,-4946.358486747568,-4946.358486747568,-4946.358486747568,-4946.30958366367,-4946.342277639766,-4946.342277639766,-4946.347225127354,-4946.347225127354,-4946.345818936649,-4946.347225127354,-4946.342277639766,-4946.309198408241
2,-4946.358486747568,-4946.347336474808,-4946.358486747568,-4946.358486747568,-4946.30958366367,-4946.358486747568,-4946.30958366367,-4946.342277639766,-4946.342277639766,-4946.347225127354,-4946.342277639766,-4946.30958366367,-4946.347225127354,-4946.342277639766,-4946.309198408241
3,-4946.358486747568,-4946.328807009442,-4946.358486747568,-4946.358486747568,-4946.30958366367,-4946.358486747568,-4946.30958366367,-4946.342277639766,-4946.342277639766,-4946.347225127354,-4946.342277639766,-4946.30958366367,-4946.347225127354,-4946.342277639766,-4946.309198408241
4,-1.419892473160701,-4946.328807009442,-4946.358486747568,-4946.358486747568,-4946.30958366367,-4946.358486747568,-4946.30958366367,-4946.342277639766,-4946.342277639766,-4946.347225127354,-4946.342277639766,-4946.30958366367,-4946.347225127354,-4946.342277639766,-4946.309198408241
5,-1.419892473160701,-4946.328807009442,-4946.358486747568,-4946.358486747568,-4946.30958366367,-4946.358486747568,-4946.30958366367,-4946.342277639766,-4946.342277639766,-4946.342277639766,-4946.342277639766,-4946.30958366367,-4946.347225127354,-4946.342277639766,-4946.309198408241
6,-1.419892473160701,-4946.328807009442,-4946.358486747568,-4946.358486747568,-4946.30958366367,-4946.358486747568,-4946.30958366367,-4946.342277639766,-4946.342277639766,-4946.342277639766,-4946.342277639766,-4946.30958366367,-4946.347225127354,-4946.342277639766,-4946.309198408241
7,-1.4198919765144251,-1.5002301308933763,-4946.358486747568,-4946.342277639766,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.342277639766,-4946.342277639766,-4946.342277639766,-4946.342277639766,-4946.30958366367,-4946.347225127354,-4946.342277639766,-4946.309198408241
8,-1.4198919765144251,-1.402355904690275,-4946.358473403146,-4946.326477301121,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.342277639766,-4946.342277639766,-4946.342277639766,-4946.342277639766,-4946.30958366367,-4946.342277639766,-4946.342277639766,-4946.309198408241
9,-1.4198919765144251,-1.3775439514096572,-4946.358473403146,-4946.326477301121,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.342277639766,-4946.342277639766,-4946.342277639766,-4946.342277639766,-4946.30958366367,-4946.342277639766,-4946.342277639766,-4946.309198408241
10,-1.4023563845095544,-1.3775439514096572,-4946.358473403146,-4946.326477301121,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.342277639766,-4946.30958366367,-4946.342277639766,-4946.342277639766,-4946.309198408241
11,-1.3775439514096572,-1.3775439514096572,-4946.358473403146,-4946.326477301121,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.342277639766,-4946.30958366367,-4946.342277639766,-4946.342277639766,-4946.309198408241
12,-1.3775439514096572,-1.3775439514096572,-1.348634198006975,-4946.326477301121,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.342277639766,-4946.30958366367,-4946.342277639766,-4946.342277639766,-4946.309198408241
13,-1.3775439514096572,-1.3775439514096572,-1.348634198006975,-4946.326477301121,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.342277639766,-4946.30958366367,-4946.342277639766,-4946.342277639766,-4946.309198408241
14,-1.3775439514096572,-1.3775439514096572,-1.348634198006975,-4946.326477301121,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.342277639766,-4946.30958366367,-4946.342277639766,-4946.342277639766,-4946.309198408241
15,-1.3775439514096572,-1.3775439514096572,-1.348634198006975,-4946.326477301121,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-1.4023569004091916,-4946.342277639766,-4946.30958366367,-4946.342277639766,-4946.342277639766,-4946.309198408241
16,-1.3775439514096572,-1.3775439514096572,-1.348634198006975,-4946.326477301121,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-1.4023569004091916,-4946.342277639766,-4946.30958366367,-4946.342277639766,-4946.342277639766,-4946.309198408241
17,-1.3564268571844298,-1.3775439514096572,-1.348634198006975,-4946.326477301121,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-1.4023569004091916,-4946.342277639766,-4946.30958366367,-4946.342277639766,-4946.342277639766,-4946.309198408241
18,-1.3564268571844298,-1.3775439514096572,-1.348634198006975,-4946.326477301121,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-1.4023569004091916,-4946.342277639766,-4946.309198408241,-4946.30958366367,-4946.342277639766,-4946.309198408241
19,-1.3564268571844298,-1.3775439514096572,-1.348634198006975,-4945.173888566478,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-1.4023569004091916,-4946.342277639766,-4946.309198408241,-4946.30958366367,-4946.342277639766,-4946.309198408241
20,-1.3564268571844298,-1.3775439514096572,-1.348634198006975,-4945.173888566478,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-1.4023569004091916,-4946.342277639766,-4946.309198408241,-4946.30958366367,-4946.340901581584,-4946.309198408241
21,-1.3564268571844298,-1.3775439514096572,-1.348634198006975,-4945.173888566478,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-1.4023569004091916,-4946.342277639766,-4946.309198408241,-4946.30958366367,-4946.340901581584,-4946.309198408241
22,-1.348634198006975,-1.3775439514096572,-1.348634198006975,-4945.173888566478,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-1.4023569004091916,-4946.342277639766,-4946.309198408241,-4946.30958366367,-4946.340901581584,-4946.309198408241
23,-1.348634198006975,-1.3775439514096572,-1.348634198006975,-4945.173888566478,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-1.4023569004091916,-4946.342277639766,-4946.309198408241,-4946.30958366367,-4946.340901581584,-4946.309198408241
24,-1.348634198006975,-1.3775439514096572,-1.348634198006975,-4945.173888566478,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-1.4023569004091916,-4946.328143885921,-4946.309198408241,-4946.30958366367,-4946.340901581584,-4946.309198408241
25,-1.348634198006975,-1.3564268571844298,-1.348634198006975,-4945.173888566478,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-1.4023569004091916,-4946.328143885921,-4946.309198408241,-4946.30958366367,-4946.340901581584,-4946.309198408241
26,-1.348634198006975,-1.3564268571844298,-1.348634198006975,-4945.173888566478,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-1.4023569004091916,-4946.328143885921,-4946.309198408241,-4946.30958366367,-4946.340901581584,-4946.309198408241
27,-1.348634198006975,-1.3564268571844298,-1.348634198006975,-4945.173888566478,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-1.4023569004091916,-4946.328143885921,-4946.309198408241,-4946.30958366367,-4946.340901581584,-4946.309198408241
28,-1.348634198006975,-1.3564268571844298,-1.348634198006975,-4945.173888566478,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-1.4023569004091916,-4946.328143885921,-4946.309198408241,-4946.30958366367,-4946.340901581584,-4946.309198408241
29,-1.348634198006975,-1.3564268571844298,-1.348634198006975,-4945.173888566478,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-1.4023569004091916,-4946.30958366367,-4946.309198408241,-4946.30958366367,-4946.340901581584,-4946.309198408241
30,-1.348634198006975,-1.3564268571844298,-1.348634198006975,-4945.173888566478,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-1.4023569004091916,-4946.30958366367,-4946.309198408241,-4946.30958366367,-4946.340901581584,-4946.309198408241
31,-1.348634198006975,-1.3564268571844298,-1.348634198006975,-4945.173888566478,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-1.4023569004091916,-4946.30958366367,-4946.309198408241,-4946.30958366367,-4946.340901581584,-4946.309198408241
32,-1.348634198006975,-1.3564268571844298,-1.348634198006975,-4945.173888566478,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-1.4023569004091916,-4946.30958366367,-4946.309198408241,-4946.30958366367,-4946.340901581584,-4946.309198408241
33,-1.348634198006975,-1.3564268571844298,-1.348634198006975,-4945.173888566478,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-1.4023569004091916,-4946.30958366367,-4946.309198408241,-4946.30958366367,-4946.340901581584,-4946.309198408241
34,-1.348634198006975,-1.3564268571844298,-1.348634198006975,-4945.173888566478,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-1.4023569004091916,-4946.30958366367,-4946.309198408241,-4946.30958366367,-4946.340901581584,-4946.309198408241
35,-1.348634198006975,-1.3564268571844298,-1.348634198006975,-4945.173888566478,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-1.4023569004091916,-4946.30958366367,-4946.309198408241,-4946.30958366367,-4946.335695375072,-4946.309198408241
36,-1.348634198006975,-1.3564268571844298,-1.348634198006975,-4945.173888566478,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-1.4023569004091916,-4946.30958366367,-4946.309198408241,-4946.30958366367,-4946.335695375072,-4946.309198408241
37,-1.348634198006975,-1.3564268571844298,-1.348634198006975,-4945.173888566478,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-1.4023569004091916,-4946.30958366367,-4946.309198408241,-4946.30958366367,-1.4023569004091916,-4946.309198408241
38,-1.348634198006975,-1.3564268571844298,-1.348634198006975,-4945.173888566478,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-1.4023569004091916,-4946.30958366367,-4946.309198408241,-4946.30958366367,-1.4023569004091916,-4946.309198408241
39,-1.348634198006975,-1.3564268571844298,-1.348634198006975,-4945.173888566478,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-1.4023569004091916,-4946.30958366367,-4946.309198408241,-4946.30958366367,-1.4023569004091916,-4946.309198408241
40,-1.348634198006975,-1.3564268571844298,-1.348634198006975,-4945.173888566478,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-1.4023569004091916,-4946.30958366367,-4946.309198408241,-4946.30958366367,-1.4023569004091916,-4946.309198408241
41,-1.348634198006975,-1.3564268571844298,-1.348634198006975,-4945.173888566478,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-1.4023569004091916,-4946.30958366367,-4946.309198408241,-4946.30958366367,-1.4023569004091916,-4946.309198408241
42,-1.348634198006975,-1.3564268571844298,-1.348634198006975,-4945.173888566478,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.30958366367,-1.4023569004091916,-4946.30958366367,-4946.309198408241,-4946.30958366367,-1.4023569004091916,-4946.309198408241
43,-1.348634198006975,-1.3564268571844298,-1.348634198006975,-4945.173888566478,-4946.30958366367,-4946.2591759210845,-4946.30958366367,-4946.30958366367,-4946.30958366367,-1.4023569004091916,-4946.30958366367,-4946.309198408241,-4946.30958366367,-1.4023569004091916,-4946.309198408241
44,-1.348634198006975,-1.3564268571844298,-1.348634198006975,-4945.173888566478,-4946.30958366367,-4946.2591759210845,-4946.30958366367,-4946.30958366367,-4946.30958366367,-1.4023569004091916,-4946.30958366367,-4946.309198408241,-4946.30958366367,-1.4023569004091916,-4946.309198408241
45,-1.348634198006975,-1.3564268571844298,-1.348634198006975,-4945.173888566478,-4946.30958366367,-4946.2591759210845,-4946.30958366367,-4946.30958366367,-4946.30958366367,-1.4023569004091916,-4946.30958366367,-4946.309198408241,-4946.30958366367,-1.4023569004091916,-4946.309198408241
46,-1.348634198006975,-1.3564268571844298,-1.348634198006975,-4945.173888566478,-4946.30958366367,-4946.2591759210845,-4946.30958366367,-4946.30958366367,-4946.30958366367,-1.4023569004091916,-4946.30958366367,-4946.309198408241,-4946.30958366367,-1.4023569004091916,-4946.309198408241
47,-1.348634198006975,-1.3564268571844298,-1.348634198006975,-4945.173888566478,-4946.30958366367,-4946.2591759210845,-4946.30958366367,-4946.30958366367,-4946.30958366367,-1.4023569004091916,-4946.30958366367,-4946.309198408241,-4946.30958366367,-1.4023569004091916,-4946.309198408241
48,-1.348634198006975,-1.3564268571844298,-1.348634198006975,-4945.173888566478,-4946.30958366367,-4946.2591759210845,-4946.30958366367,-4946.30958366367,-4946.30958366367,-1.4023569004091916,-4946.30958366367,-4946.309198408241,-4946.30958366367,-1.4023569004091916,-4946.309198408241
49,-1.348634198006975,-1.3564268571844298,-1.348634198006975,-4945.173888566478,-4946.30958366367,-4946.2591759210845,-4946.30958366367,-4946.30958366367,-4946.30958366367,-1.4023569004091916,-4946.30958366367,-4946.309198408241,-4946.30958366367,-1.4023569004091916,-4946.309198408241
50,-1.348634198006975,-1.3564268571844298,-1.348634198006975,-4945.173888566478,-4946.30958366367,-4946.2591759210845,-4946.30958366367,-4946.30958366367,-4946.30958366367,-1.4023569004091916,-4946.30958366367,-4946.309198408241,-4946.30958366367,-1.4023569004091916,-4946.309198408241
