iteration,RBF_BO,HyperKappa_BO,Random,LLM-GA_unrestricted_p0.05,LLM-GA_unrestricted_p0.1,LLM-GA_unrestricted_p0.3,LLM-GA_unrestricted_p0.5,LLM-GA_unrestricted_p0.7,LLM-GA_unrestricted_p0.9,LLM-GA_depth3_p0.05,LLM-GA_depth3_p0.1,LLM-GA_depth3_p0.3,LLM-GA_depth3_p0.5,LLM-GA_depth3_p0.7,LLM-GA_depth3_p0.9
0,-4946.358534534938,-4946.358534534938,-4946.358534534938,-4946.358534534938,-4946.358534534938,-4946.358534534938,-4946.358534534938,-4946.358534534938,-4946.358534534938,-4946.358534534938,-4946.358534534938,-4946.358534534938,-4946.358534534938,-4946.358534534938,-4946.358534534938
1,-1.4023553338908037,-4946.358534534938,-4946.358534534938,-4946.358534534938,-4946.358534534938,-4946.358534534938,-4946.30958366367,-4946.352483715121,-4946.358534534938,-4946.358534534938,-4946.358534534938,-4946.358534534938,-4946.358534534938,-4946.358534534938,-4946.358534534938
2,-1.4023515513677358,-1.3775439514096572,-4946.358534534938,-4946.358534534938,-4946.358534534938,-4946.358534534938,-4946.30958366367,-4946.352483715121,-4946.358534534938,-4946.347225127354,-4946.358534534938,-4946.358534534938,-4946.347225127354,-4946.358534534938,-4946.358534534938
3,-1.4023515513677358,-1.3775439514096572,-4946.358534534938,-4946.347225127354,-4946.358534534938,-4946.358534534938,-4946.30958366367,-4946.30958366367,-4946.332725336269,-4946.347225127354,-4946.358534534938,-4946.358534534938,-4946.347225127354,-4946.358534534938,-4946.358328427146
4,-1.4023515513677358,-1.35642692808883,-4946.358534534938,-4946.347225127354,-4946.328143885921,-4946.358534534938,-4946.30958366367,-4946.30958366367,-4946.332725336269,-4946.347225127354,-4946.358534534938,-4946.358534534938,-4946.347225127354,-4946.358534534938,-4946.358328427146
5,-1.348634198006975,-1.3564268571844298,-4946.30958366367,-4946.332753703231,-4946.328143885921,-4946.358534534938,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.347225127354,-4946.358534534938,-4946.358534534938,-4946.347225127354,-4946.358534534938,-4946.358328427146
6,-1.348634198006975,-1.3564268571844298,-4946.30958366367,-4946.332753703231,-4946.328143885921,-4946.354736127971,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.347225127354,-4946.354736127971,-4946.358534534938,-4946.347225127354,-4946.352483715121,-4946.358328427146
7,-1.348634198006975,-1.3564268571844298,-4946.30958366367,-4946.332753703231,-4946.328143885921,-4946.354736127971,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.347225127354,-4946.354736127971,-4946.358328427146,-4946.347225127354,-4946.352483715121,-4946.358328427146
8,-1.348634198006975,-1.3564268571844298,-4946.30958366367,-4946.332753703231,-4946.328143885921,-4946.354736127971,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.347225127354,-4946.354736127971,-4946.358328427146,-4946.347225127354,-4946.352483715121,-4946.358328427146
9,-1.348634198006975,-1.3564268571844298,-4946.30958366367,-4946.332753703231,-4946.328143885921,-4946.354736127971,-4946.30958366367,-4946.30958366367,-4946.30958366367,-4946.347225127354,-4946.354736127971,-4946.358328427146,-4946.347225127354,-4946.352483715121,-4946.358328427146
