iteration,RBF_BO,HyperKappa_BO,Random,LLM-GA_unrestricted_p0.05,LLM-GA_unrestricted_p0.1,LLM-GA_unrestricted_p0.3,LLM-GA_unrestricted_p0.5,LLM-GA_unrestricted_p0.7,LLM-GA_unrestricted_p0.9,LLM-GA_depth3_p0.05,LLM-GA_depth3_p0.1,LLM-GA_depth3_p0.3,LLM-GA_depth3_p0.5,LLM-GA_depth3_p0.7,LLM-GA_depth3_p0.9
0,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944
1,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944
2,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944
3,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944
4,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944
5,-1.2898631462143637,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.2898637117716885,-1.2898637117716885,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944
6,-1.2898631462143637,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.2898637117716885,-1.2898637117716885,-1.2898635026553165,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944
7,-1.2898631462143637,-1.2898534622135793,-1.289864163032944,-1.2898637117716885,-1.289864163032944,-1.2898637117716885,-1.2898637117716885,-1.2898635026553165,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944
8,-1.2898631462143637,-1.2898534622135793,-1.289864163032944,-1.2898637117716885,-1.289864163032944,-1.2898637117716885,-1.2898637117716885,-1.2898635026553165,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289863486643859,-1.289864163032944
9,-1.2898631462143637,-1.2898534622135793,-1.289864163032944,-1.2898637117716885,-1.289864163032944,-1.2898637117716885,-1.2898637117716885,-1.2898635026553165,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289864163032944,-1.289863486643859,-1.289864163032944
